date,market_type,contracts
2026-05-20,Motorsport,201001
2026-05-20,Other,4371131
2026-05-20,Over/Under,28569804
2026-05-20,Parlay (correlated),84096144
2026-05-20,Parlay (independent),83426819
2026-05-20,Parlay (pending),148454
2026-05-20,Player Prop,5595218
2026-05-20,Spread,22046327
2026-05-21,Cricket,18490700
2026-05-21,Esports,5971772
2026-05-21,Futures/Award,28430232
2026-05-21,Game Prop,3923400
2026-05-21,Mention,370251
2026-05-21,Moneyline,171094245
2026-05-21,Motorsport,316192
2026-05-21,Other,12836284
2026-05-21,Over/Under,25667009
2026-05-21,Parlay (correlated),78104315
2026-05-21,Parlay (independent),54250997
2026-05-21,Parlay (pending),1626678
2026-05-21,Player Prop,4613530
2026-05-21,Spread,19996133
2026-05-22,Cricket,21859411
2026-05-22,Esports,7597758
2026-05-22,Futures/Award,22558641
2026-05-22,Game Prop,4755594
2026-05-22,Mention,444755
2026-05-22,Moneyline,195097843
2026-05-22,Motorsport,809614
2026-05-22,Other,13238497
2026-05-22,Over/Under,25711804
2026-05-22,Parlay (correlated),73561001
2026-05-22,Parlay (independent),88047703
2026-05-22,Parlay (pending),1946311
2026-05-22,Player Prop,4848317
2026-05-22,Spread,21518024
2026-05-23,Cricket,19655849
2026-05-23,Esports,8707339
2026-05-23,Futures/Award,21580768
2026-05-23,Game Prop,4408163
2026-05-23,Mention,320438
2026-05-23,Moneyline,195949283
2026-05-23,Motorsport,2276394
2026-05-23,Other,15418992
2026-05-23,Over/Under,32751043
2026-05-23,Parlay (correlated),82695916
2026-05-23,Parlay (independent),92197448
2026-05-23,Parlay (pending),2788256
2026-05-23,Player Prop,4459608
2026-05-23,Spread,22029310
2026-05-24,Cricket,34882748
2026-05-24,Esports,7849299
2026-05-24,Futures/Award,27595581
2026-05-24,Game Prop,4718674
2026-05-24,Mention,416588
2026-05-24,Moneyline,242775212
2026-05-24,Motorsport,14790458
2026-05-24,Other,3365220
2026-05-24,Over/Under,36713476
2026-05-24,Parlay (correlated),81266276
2026-05-24,Parlay (independent),104479568
2026-05-24,Parlay (pending),2745814
2026-05-24,Player Prop,5269784
2026-05-24,Spread,26384068
2026-05-25,Cricket,1901268
2026-05-25,Esports,4772774
2026-05-25,Futures/Award,18312437
2026-05-25,Game Prop,4956286
2026-05-25,Mention,427587
2026-05-25,Moneyline,226032705
2026-05-25,Motorsport,115308
2026-05-25,Other,2272902
2026-05-25,Over/Under,31020197
2026-05-25,Parlay (correlated),75396085
2026-05-25,Parlay (independent),78081841
2026-05-25,Parlay (pending),56879
2026-05-25,Player Prop,4916877
2026-05-25,Spread,26391888
2026-05-26,Cricket,21167177
2026-05-26,Esports,2880361
2026-05-26,Futures/Award,17164159
2026-05-26,Game Prop,4268840
2026-05-26,Mention,396865
2026-05-26,Moneyline,192362810
2026-05-26,Motorsport,161351
2026-05-26,Other,2315169
2026-05-26,Over/Under,20173517
2026-05-26,Parlay (correlated),61336487
2026-05-26,Parlay (independent),73701473
2026-05-26,Parlay (pending),48980
2026-05-26,Player Prop,4551579
2026-05-26,Spread,21228816
2026-05-27,Cricket,30486072
2026-05-27,Esports,6653310
2026-05-27,Futures/Award,18973828
2026-05-27,Game Prop,5050595
2026-05-27,Mention,262928
2026-05-27,Moneyline,206874022
2026-05-27,Motorsport,175089
2026-05-27,Other,4584215
2026-05-27,Over/Under,20753423
2026-05-27,Parlay (correlated),43274486
2026-05-27,Parlay (independent),101535661
2026-05-27,Parlay (pending),289608
2026-05-27,Player Prop,3893638
2026-05-27,Spread,13847428
2026-05-28,Cricket,634070
2026-05-28,Esports,7135745
2026-05-28,Futures/Award,37152591
2026-05-28,Game Prop,4302914
2026-05-28,Mention,398945
2026-05-28,Moneyline,207794608
2026-05-28,Motorsport,140402
2026-05-28,Other,10218091
2026-05-28,Over/Under,28100210
2026-05-28,Parlay (correlated),80203470
2026-05-28,Parlay (independent),59003787
2026-05-28,Parlay (pending),33631
2026-05-28,Player Prop,4324021
2026-05-28,Spread,22619563
2026-05-29,Cricket,24220671
2026-05-29,Esports,7226653
2026-05-29,Futures/Award,33380191
2026-05-29,Game Prop,4399636
2026-05-29,Mention,169688
2026-05-29,Moneyline,219105547
2026-05-29,Motorsport,441200
2026-05-29,Other,6170878
2026-05-29,Over/Under,16933579
2026-05-29,Parlay (correlated),48617668
2026-05-29,Parlay (independent),112395076
2026-05-29,Parlay (pending),243091
2026-05-29,Player Prop,3097365
2026-05-29,Spread,11234866
2026-05-30,Cricket,3144175
2026-05-30,Esports,6719941
2026-05-30,Futures/Award,138925800
2026-05-30,Game Prop,8444982
2026-05-30,Mention,714981
2026-05-30,Moneyline,215548038
2026-05-30,Motorsport,1058691
2026-05-30,Other,7213873
2026-05-30,Over/Under,32531284
2026-05-30,Parlay (correlated),130424206
2026-05-30,Parlay (independent),124768229
2026-05-30,Parlay (pending),854217
2026-05-30,Player Prop,5701323
2026-05-30,Spread,28220779
2026-05-31,Cricket,27508279
2026-05-31,Esports,5619598
2026-05-31,Futures/Award,37570810
2026-05-31,Game Prop,4727420
2026-05-31,Mention,161399
2026-05-31,Moneyline,203911614
2026-05-31,Motorsport,6921916
2026-05-31,Other,3714368
2026-05-31,Over/Under,21492306
2026-05-31,Parlay (correlated),58386617
2026-05-31,Parlay (independent),105812211
2026-05-31,Parlay (pending),7131
2026-05-31,Player Prop,3708306
2026-05-31,Spread,13249554
2026-06-01,Cricket,624554
2026-06-01,Esports,3612729
2026-06-01,Futures/Award,21380318
2026-06-01,Game Prop,4004245
2026-06-01,Mention,98150
2026-06-01,Moneyline,192985755
2026-06-01,Motorsport,1724824
2026-06-01,Other,2830319
2026-06-01,Over/Under,13559703
2026-06-01,Parlay (correlated),51324924
2026-06-01,Parlay (independent),86333168
2026-06-01,Player Prop,2456952
2026-06-01,Spread,9362463
2026-06-02,Cricket,2229011
2026-06-02,Esports,5779684
2026-06-02,Futures/Award,25420880
2026-06-02,Game Prop,4868761
2026-06-02,Mention,172090
2026-06-02,Moneyline,198085884
2026-06-02,Motorsport,160383
2026-06-02,Other,4638087
2026-06-02,Over/Under,17853188
2026-06-02,Parlay (correlated),53154470
2026-06-02,Parlay (independent),111073126
2026-06-02,Parlay (pending),112671
2026-06-02,Player Prop,3513219
2026-06-02,Spread,12671099
2026-06-03,Cricket,789874
2026-06-03,Esports,4867982
2026-06-03,Futures/Award,35725811
2026-06-03,Game Prop,7239060
2026-06-03,Mention,543996
2026-06-03,Moneyline,255715342
2026-06-03,Motorsport,225177
2026-06-03,Other,9351850
2026-06-03,Over/Under,30377305
2026-06-03,Parlay (correlated),118190163
2026-06-03,Parlay (independent),100081991
2026-06-03,Parlay (pending),1624303
2026-06-03,Player Prop,6291554
2026-06-03,Spread,26832365
2026-06-04,Cricket,3165791
2026-06-04,Esports,6321998
2026-06-04,Futures/Award,34989126
2026-06-04,Game Prop,4744601
2026-06-04,Mention,257442
2026-06-04,Moneyline,199278796
2026-06-04,Motorsport,228441
2026-06-04,Other,11784855
2026-06-04,Over/Under,22967577
2026-06-04,Parlay (correlated),70439430
2026-06-04,Parlay (independent),75206242
2026-06-04,Parlay (pending),285877
2026-06-04,Player Prop,3566360
2026-06-04,Spread,14788849
2026-06-05,Cricket,3773741
2026-06-05,Esports,6673056
2026-06-05,Futures/Award,36795371
2026-06-05,Game Prop,6368591
2026-06-05,Mention,797524
2026-06-05,Moneyline,256960958
2026-06-05,Motorsport,664648
2026-06-05,Other,9795282
2026-06-05,Over/Under,25040515
2026-06-05,Parlay (correlated),152977147
2026-06-05,Parlay (independent),106000377
2026-06-05,Parlay (pending),341701
2026-06-05,Player Prop,7139460
2026-06-05,Spread,26770127
2026-06-06,Cricket,1773533
2026-06-06,Esports,9998426
2026-06-06,Futures/Award,34565551
2026-06-06,Game Prop,9279421
2026-06-06,Mention,463248
2026-06-06,Moneyline,204911391
2026-06-06,Motorsport,2653994
2026-06-06,Other,4810176
2026-06-06,Over/Under,28703340
2026-06-06,Parlay (correlated),82437508
2026-06-06,Parlay (independent),125738081
2026-06-06,Parlay (pending),3468173
2026-06-06,Player Prop,4727586
2026-06-06,Spread,14645498
2026-06-07,Cricket,3500864
2026-06-07,Esports,10294250
2026-06-07,Futures/Award,66622872
2026-06-07,Game Prop,4908892
2026-06-07,Mention,288583
2026-06-07,Moneyline,173512504
2026-06-07,Motorsport,6902561
2026-06-07,Other,3642210
2026-06-07,Over/Under,25224006
2026-06-07,Parlay (correlated),74923537
2026-06-07,Parlay (independent),98940571
2026-06-07,Parlay (pending),357284
2026-06-07,Player Prop,3803643
2026-06-07,Spread,12939339
2026-06-08,Cricket,428616
2026-06-08,Esports,7421053
2026-06-08,Futures/Award,29006220
2026-06-08,Game Prop,6315861
2026-06-08,Mention,957098
2026-06-08,Moneyline,246993453
2026-06-08,Motorsport,276194
2026-06-08,Other,6435908
2026-06-08,Over/Under,20436601
2026-06-08,Parlay (correlated),150239766
2026-06-08,Parlay (independent),72640458
2026-06-08,Parlay (pending),691572
2026-06-08,Player Prop,5977786
2026-06-08,Spread,22464536
2026-06-09,Cricket,2703679
2026-06-09,Esports,5393813
2026-06-09,Futures/Award,28749867
2026-06-09,Game Prop,5046899
2026-06-09,Mention,209855
2026-06-09,Moneyline,223569582
2026-06-09,Motorsport,144357
2026-06-09,Other,5004575
2026-06-09,Over/Under,22316503
2026-06-09,Parlay (correlated),62203972
2026-06-09,Parlay (independent),152252623
2026-06-09,Parlay (pending),1802599
2026-06-09,Player Prop,4516327
2026-06-09,Spread,11874043
2026-06-10,Cricket,735105
2026-06-10,Esports,5416934
2026-06-10,Futures/Award,40668282
2026-06-10,Game Prop,6949279
2026-06-10,Mention,1006490
2026-06-10,Moneyline,346402765
2026-06-10,Motorsport,153221
2026-06-10,Other,11116406
2026-06-10,Over/Under,30750247
2026-06-10,Parlay (correlated),146237950
2026-06-10,Parlay (independent),118202234
2026-06-10,Parlay (pending),2406804
2026-06-10,Player Prop,8045852
2026-06-10,Spread,30307340
2026-06-11,Cricket,3017336
2026-06-11,Esports,8803083
2026-06-11,Futures/Award,63273657
2026-06-11,Game Prop,6390813
2026-06-11,Mention,313395
2026-06-11,Moneyline,263055061
2026-06-11,Motorsport,219927
2026-06-11,Other,19125464
2026-06-11,Over/Under,32190423
2026-06-11,Parlay (correlated),76360449
2026-06-11,Parlay (independent),138739308
2026-06-11,Parlay (pending),10931390
2026-06-11,Player Prop,3884671
2026-06-11,Spread,20169942
2026-06-12,Cricket,972587
2026-06-12,Esports,13266097
2026-06-12,Futures/Award,57498915
2026-06-12,Game Prop,8192401
2026-06-12,Mention,155411
2026-06-12,Moneyline,304328871
2026-06-12,Motorsport,436883
2026-06-12,Other,16817818
2026-06-12,Over/Under,30456916
2026-06-12,Parlay (correlated),88129712
2026-06-12,Parlay (independent),213557814
2026-06-12,Parlay (pending),15057131
2026-06-12,Player Prop,3540784
2026-06-12,Spread,20252505
2026-06-13,Cricket,3983893
2026-06-13,Esports,15450051
2026-06-13,Futures/Award,60091925
2026-06-13,Game Prop,13539029
2026-06-13,Mention,896769
2026-06-13,Moneyline,468623128
2026-06-13,Motorsport,1993408
2026-06-13,Other,21505006
2026-06-13,Over/Under,50848632
2026-06-13,Parlay (correlated),179160558
2026-06-13,Parlay (independent),205767239
2026-06-13,Parlay (pending),17085162
2026-06-13,Player Prop,7702067
2026-06-13,Spread,45401154
2026-06-14,Cricket,5297513
2026-06-14,Esports,13644365
2026-06-14,Futures/Award,57575296
2026-06-14,Game Prop,37487171
2026-06-14,Mention,190436
2026-06-14,Moneyline,442407671
2026-06-14,Motorsport,4590906
2026-06-14,Other,26541381
2026-06-14,Over/Under,56277103
2026-06-14,Parlay (correlated),95154793
2026-06-14,Parlay (independent),310217754
2026-06-14,Parlay (pending),52514
2026-06-14,Player Prop,3802122
2026-06-14,Spread,33881889
2026-06-15,Cricket,1533023
2026-06-15,Esports,9340862
2026-06-15,Futures/Award,52319751
2026-06-15,Game Prop,26607502
2026-06-15,Mention,4974
2026-06-15,Moneyline,412101290
2026-06-15,Motorsport,139110
2026-06-15,Other,25737328
2026-06-15,Over/Under,45823721
2026-06-15,Parlay (correlated),93058383
2026-06-15,Parlay (independent),225418411
2026-06-15,Parlay (pending),66608
2026-06-15,Player Prop,2770434
2026-06-15,Spread,33241995
2026-06-16,Cricket,300714
2026-06-16,Esports,5044361
2026-06-16,Futures/Award,45845956
2026-06-16,Game Prop,13464419
2026-06-16,Mention,67144
2026-06-16,Moneyline,322307520
2026-06-16,Motorsport,194006
2026-06-16,Other,42181749
2026-06-16,Over/Under,45774598
2026-06-16,Parlay (correlated),112902024
2026-06-16,Parlay (independent),253637342
2026-06-16,Parlay (pending),13708
2026-06-16,Player Prop,2995351
2026-06-16,Spread,32901678
2026-06-17,Cricket,2189880
2026-06-17,Esports,4804290
2026-06-17,Futures/Award,76324542
2026-06-17,Game Prop,18172083
2026-06-17,Mention,33041
2026-06-17,Moneyline,431002188
2026-06-17,Motorsport,227586
2026-06-17,Other,59654278
2026-06-17,Over/Under,71449375
2026-06-17,Parlay (correlated),164871654
2026-06-17,Parlay (independent),298288329
2026-06-17,Parlay (pending),184044
2026-06-17,Player Prop,3219605
2026-06-17,Spread,45818824
2026-06-18,Cricket,2709486
2026-06-18,Esports,8758389
2026-06-18,Futures/Award,91683943
2026-06-18,Game Prop,21995571
2026-06-18,Mention,1493
2026-06-18,Moneyline,357697583
2026-06-18,Motorsport,180113
2026-06-18,Other,66015715
2026-06-18,Over/Under,55632557
2026-06-18,Parlay (correlated),182184080
2026-06-18,Parlay (independent),275435724
2026-06-18,Parlay (pending),64437
2026-06-18,Player Prop,2734133
2026-06-18,Spread,31523036
2026-06-19,Cricket,8181635
2026-06-19,Esports,13676012
2026-06-19,Futures/Award,59774344
2026-06-19,Game Prop,14615501
2026-06-19,Mention,19929
2026-06-19,Moneyline,385195912
2026-06-19,Motorsport,1065175
2026-06-19,Other,51223949
2026-06-19,Over/Under,54572516
2026-06-19,Parlay (correlated),162953639
2026-06-19,Parlay (independent),314183516
2026-06-19,Parlay (pending),1120093
2026-06-19,Player Prop,4201217
2026-06-19,Spread,44612378
2026-06-20,Cricket,7510108
2026-06-20,Esports,10258767
2026-06-20,Futures/Award,59891293
2026-06-20,Game Prop,17972502
2026-06-20,Mention,40706
2026-06-20,Moneyline,501019570
2026-06-20,Motorsport,1886223
2026-06-20,Other,49306899
2026-06-20,Over/Under,62002325
2026-06-20,Parlay (correlated),167328106
2026-06-20,Parlay (independent),385330798
2026-06-20,Parlay (pending),415196
2026-06-20,Player Prop,4877548
2026-06-20,Spread,47827627
2026-06-21,Cricket,6306641
2026-06-21,Esports,7487278
2026-06-21,Futures/Award,86911445
2026-06-21,Game Prop,14047747
2026-06-21,Mention,88841
2026-06-21,Moneyline,422242500
2026-06-21,Motorsport,6451879
2026-06-21,Other,74896113
2026-06-21,Over/Under,82262578
2026-06-21,Parlay (correlated),180007542
2026-06-21,Parlay (independent),350586164
2026-06-21,Parlay (pending),431817
2026-06-21,Player Prop,4062864
2026-06-21,Spread,64541731
2026-06-22,Cricket,664639
2026-06-22,Esports,4420136
2026-06-22,Futures/Award,42285762
2026-06-22,Game Prop,13521745
2026-06-22,Mention,45291
2026-06-22,Moneyline,377906911
2026-06-22,Motorsport,136685
2026-06-22,Other,69274789
2026-06-22,Over/Under,58602253
2026-06-22,Parlay (correlated),128932996
2026-06-22,Parlay (independent),193104944
2026-06-22,Parlay (pending),164599369
2026-06-22,Player Prop,2831856
2026-06-22,Spread,52727800
2026-06-23,Cricket,350034
2026-06-23,Esports,5219055
2026-06-23,Futures/Award,37037748
2026-06-23,Game Prop,15848608
2026-06-23,Mention,90556
2026-06-23,Moneyline,467134150
2026-06-23,Motorsport,196639
2026-06-23,Other,94428466
2026-06-23,Over/Under,74194540
2026-06-23,Parlay (correlated),190404020
2026-06-23,Parlay (independent),357536837
2026-06-23,Parlay (pending),16912186
2026-06-23,Player Prop,3368180
2026-06-23,Spread,54871771
2026-06-24,Cricket,2174896
2026-06-24,Esports,5477612
2026-06-24,Futures/Award,43664219
2026-06-24,Game Prop,14281884
2026-06-24,Mention,4387
2026-06-24,Moneyline,540821016
2026-06-24,Motorsport,257215
2026-06-24,Other,66466482
2026-06-24,Over/Under,71146499
2026-06-24,Parlay (correlated),210314479
2026-06-24,Parlay (independent),354665883
2026-06-24,Parlay (pending),105933266
2026-06-24,Player Prop,3567447
2026-06-24,Spread,49510170
2026-06-25,Cricket,5677888
2026-06-25,Esports,4787999
2026-06-25,Futures/Award,53971364
2026-06-25,Game Prop,12347066
2026-06-25,Mention,2579
2026-06-25,Moneyline,512220171
2026-06-25,Motorsport,272158
2026-06-25,Other,66978780
2026-06-25,Over/Under,63969190
2026-06-25,Parlay (correlated),274711212
2026-06-25,Parlay (independent),483093585
2026-06-25,Parlay (pending),7761162
2026-06-25,Player Prop,2580803
2026-06-25,Spread,48083630
2026-06-26,Cricket,15877303
2026-06-26,Esports,6699470
2026-06-26,Futures/Award,57549493
2026-06-26,Game Prop,16009383
2026-06-26,Mention,53100
2026-06-26,Moneyline,388291462
2026-06-26,Motorsport,472474
2026-06-26,Other,67623198
2026-06-26,Over/Under,58649996
2026-06-26,Parlay (correlated),304575639
2026-06-26,Parlay (independent),419598410
2026-06-26,Parlay (pending),542
2026-06-26,Player Prop,3006093
2026-06-26,Spread,36157557
2026-06-27,Cricket,7931965
2026-06-27,Esports,7394071
2026-06-27,Futures/Award,51969087
2026-06-27,Game Prop,19736740
2026-06-27,Mention,72075
2026-06-27,Moneyline,464031993
2026-06-27,Motorsport,2731998
2026-06-27,Other,68614756
2026-06-27,Over/Under,74268194
2026-06-27,Parlay (correlated),254734251
2026-06-27,Parlay (independent),425738568
2026-06-27,Parlay (pending),3322
2026-06-27,Player Prop,3594981
2026-06-27,Spread,45742159
2026-06-28,Cricket,19053021
2026-06-28,Esports,8944664
2026-06-28,Futures/Award,79808064
2026-06-28,Game Prop,34996683
2026-06-28,Mention,333165
2026-06-28,Moneyline,178554362
2026-06-28,Motorsport,5142340
2026-06-28,Other,23311121
2026-06-28,Over/Under,33065681
2026-06-28,Parlay (correlated),104276982
2026-06-28,Parlay (independent),230384680
2026-06-28,Player Prop,3594728
2026-06-28,Spread,16258426
2026-06-29,Cricket,2383326
2026-06-29,Esports,5545366
2026-06-29,Futures/Award,64637213
2026-06-29,Game Prop,182980798
2026-06-29,Mention,70923
2026-06-29,Moneyline,245951831
2026-06-29,Motorsport,173151
2026-06-29,Other,85487768
2026-06-29,Over/Under,46841109
2026-06-29,Parlay (correlated),218470200
2026-06-29,Parlay (independent),336894055
2026-06-29,Player Prop,2350915
2026-06-29,Spread,23617401
2026-06-30,Cricket,393673
2026-06-30,Esports,5762131
2026-06-30,Futures/Award,82616770
2026-06-30,Game Prop,147694191
2026-06-30,Mention,28700
2026-06-30,Moneyline,276028620
2026-06-30,Motorsport,259012
2026-06-30,Other,110901387
2026-06-30,Over/Under,60457017
2026-06-30,Parlay (correlated),271238134
2026-06-30,Parlay (independent),300569481
2026-06-30,Player Prop,3188198
2026-06-30,Spread,32610191
2026-07-01,Cricket,7247927
2026-07-01,Esports,6657458
2026-07-01,Futures/Award,80698368
2026-07-01,Game Prop,213763124
2026-07-01,Mention,46077
2026-07-01,Moneyline,297014568
2026-07-01,Motorsport,199398
2026-07-01,Other,125332749
2026-07-01,Over/Under,71365612
2026-07-01,Parlay (correlated),312363231
2026-07-01,Parlay (independent),316115180
2026-07-01,Parlay (pending),3
2026-07-01,Player Prop,3686216
2026-07-01,Spread,37293518
2026-07-02,Cricket,2224473
2026-07-02,Esports,7006785
2026-07-02,Futures/Award,75191373
2026-07-02,Game Prop,153014292
2026-07-02,Mention,33359
2026-07-02,Moneyline,260806504
2026-07-02,Motorsport,283337
2026-07-02,Other,115526822
2026-07-02,Over/Under,65018334
2026-07-02,Parlay (correlated),294260063
2026-07-02,Parlay (independent),258755661
2026-07-02,Player Prop,3217766
2026-07-02,Spread,31822460
2026-07-03,Cricket,7114810
2026-07-03,Esports,12344011
2026-07-03,Futures/Award,73584267
2026-07-03,Game Prop,251100308
2026-07-03,Mention,45614
2026-07-03,Moneyline,260418693
2026-07-03,Motorsport,964311
2026-07-03,Other,154988822
2026-07-03,Over/Under,70980467
2026-07-03,Parlay (correlated),336168677
2026-07-03,Parlay (independent),312456275
2026-07-03,Player Prop,3009561
2026-07-03,Spread,35029682
2026-07-04,Cricket,17488759
2026-07-04,Esports,13968422
2026-07-04,Futures/Award,52210719
2026-07-04,Game Prop,149479729
2026-07-04,Mention,90318
2026-07-04,Moneyline,254179461
2026-07-04,Motorsport,1768184
2026-07-04,Other,104894452
2026-07-04,Over/Under,63374654
2026-07-04,Parlay (correlated),300122583
2026-07-04,Parlay (independent),344648627
2026-07-04,Player Prop,3782353
2026-07-04,Spread,34453553
2026-07-05,Cricket,12503766
2026-07-05,Esports,12230161
2026-07-05,Futures/Award,66741490
2026-07-05,Game Prop,312591119
2026-07-05,Mention,161393
2026-07-05,Moneyline,249966013
2026-07-05,Motorsport,6276525
2026-07-05,Other,148162336
2026-07-05,Over/Under,68417564
2026-07-05,Parlay (correlated),388887667
2026-07-05,Parlay (independent),309783582
2026-07-05,Player Prop,3354626
2026-07-05,Spread,30254214
2026-07-06,Cricket,3809822
2026-07-06,Esports,6485772
2026-07-06,Futures/Award,52337112
2026-07-06,Game Prop,213186995
2026-07-06,Mention,110393
2026-07-06,Moneyline,224645517
2026-07-06,Motorsport,127075
2026-07-06,Other,133739807
2026-07-06,Over/Under,54378586
2026-07-06,Parlay (correlated),391533754
2026-07-06,Parlay (independent),224017247
2026-07-06,Player Prop,3199920
2026-07-06,Spread,22964375
2026-07-07,Cricket,6386792
2026-07-07,Esports,7174212
2026-07-07,Futures/Award,57013434
2026-07-07,Game Prop,206351956
2026-07-07,Mention,111004
2026-07-07,Moneyline,291768782
2026-07-07,Motorsport,248569
2026-07-07,Other,133813527
2026-07-07,Over/Under,59205037
2026-07-07,Parlay (correlated),287025040
2026-07-07,Parlay (independent),259624955
2026-07-07,Player Prop,3540492
2026-07-07,Spread,29633008
2026-07-08,Cricket,6523078
2026-07-08,Esports,11736409
2026-07-08,Futures/Award,46304330
2026-07-08,Game Prop,18976076
2026-07-08,Mention,158698
2026-07-08,Moneyline,250087869
2026-07-08,Motorsport,195782
2026-07-08,Other,19298809
2026-07-08,Over/Under,31984752
2026-07-08,Parlay (correlated),171112242
2026-07-08,Parlay (independent),251002546
2026-07-08,Player Prop,4678492
2026-07-08,Spread,15672601
2026-07-09,Cricket,10766961
2026-07-09,Esports,10797694
2026-07-09,Futures/Award,55247774
2026-07-09,Game Prop,80653658
2026-07-09,Mention,112059
2026-07-09,Moneyline,244518018
2026-07-09,Motorsport,280547
2026-07-09,Other,90181242
2026-07-09,Over/Under,49932871
2026-07-09,Parlay (correlated),295859147
2026-07-09,Parlay (independent),246065983
2026-07-09,Player Prop,4375921
2026-07-09,Spread,22696896
2026-07-10,Cricket,15847178
2026-07-10,Esports,12833440
2026-07-10,Futures/Award,48798051
2026-07-10,Game Prop,89722662
2026-07-10,Mention,126122
2026-07-10,Moneyline,274854289
2026-07-10,Motorsport,149408
2026-07-10,Other,81994767
2026-07-10,Over/Under,43994530
2026-07-10,Parlay (correlated),236670663
2026-07-10,Parlay (independent),311259364
2026-07-10,Player Prop,3724149
2026-07-10,Spread,17895603
2026-07-11,Cricket,18282306
2026-07-11,Esports,12903489
2026-07-11,Futures/Award,49609341
2026-07-11,Game Prop,291154777
2026-07-11,Mention,25317
2026-07-11,Moneyline,418276887
2026-07-11,Motorsport,1032971
2026-07-11,Other,206633819
2026-07-11,Over/Under,56734343
2026-07-11,Parlay (correlated),374814329
2026-07-11,Parlay (independent),474804815
2026-07-11,Player Prop,3642348
2026-07-11,Spread,23541173
2026-07-12,Cricket,14386704
2026-07-12,Esports,13052198
2026-07-12,Futures/Award,43587823
2026-07-12,Game Prop,19810577
2026-07-12,Mention,139400
2026-07-12,Moneyline,241960158
2026-07-12,Motorsport,4777191
2026-07-12,Other,39181510
2026-07-12,Over/Under,29899049
2026-07-12,Parlay (correlated),107389796
2026-07-12,Parlay (independent),204695795
2026-07-12,Parlay (pending),5017
2026-07-12,Player Prop,3967574
2026-07-12,Spread,16394372
2026-07-13,Cricket,2239572
2026-07-13,Esports,3309661
2026-07-13,Futures/Award,77010488
2026-07-13,Game Prop,13586773
2026-07-13,Mention,331475
2026-07-13,Moneyline,249281705
2026-07-13,Motorsport,4141712
2026-07-13,Other,31297576
2026-07-13,Over/Under,10289094
2026-07-13,Parlay (correlated),104908967
2026-07-13,Parlay (independent),49768424
2026-07-13,Player Prop,338411
2026-07-13,Spread,7858296
2026-07-14,Cricket,377361
2026-07-14,Esports,4096833
2026-07-14,Futures/Award,54487099
2026-07-14,Game Prop,180588336
2026-07-14,Mention,547517
2026-07-14,Moneyline,301662034
2026-07-14,Motorsport,234559
2026-07-14,Other,105858035
2026-07-14,Over/Under,33043595
2026-07-14,Parlay (correlated),293825435
2026-07-14,Parlay (independent),76251732
2026-07-14,Player Prop,286589
2026-07-14,Spread,15769007
2026-07-15,Cricket,18352786
2026-07-15,Esports,8662802
2026-07-15,Futures/Award,97750198
2026-07-15,Game Prop,138406971
2026-07-15,Mention,89386
2026-07-15,Moneyline,284375981
2026-07-15,Motorsport,184558
2026-07-15,Other,121884077
2026-07-15,Over/Under,34017262
2026-07-15,Parlay (correlated),252946739
2026-07-15,Parlay (independent),68902551
2026-07-15,Player Prop,638319
2026-07-15,Spread,15611333
2026-07-16,Cricket,9538451
2026-07-16,Esports,12923484
2026-07-16,Futures/Award,79635462
2026-07-16,Game Prop,10006456
2026-07-16,Mention,164700
2026-07-16,Moneyline,270596862
2026-07-16,Motorsport,300827
2026-07-16,Other,38081263
2026-07-16,Over/Under,22218424
2026-07-16,Parlay (correlated),87550641
2026-07-16,Parlay (independent),85416251
2026-07-16,Player Prop,1196579
2026-07-16,Spread,10981163
2026-07-17,Cricket,10119421
2026-07-17,Esports,15521193
2026-07-17,Futures/Award,61769072
2026-07-17,Game Prop,13946395
2026-07-17,Mention,63277
2026-07-17,Moneyline,331262690
2026-07-17,Motorsport,502447
2026-07-17,Other,32081946
2026-07-17,Over/Under,35929467
2026-07-17,Parlay (correlated),163166492
2026-07-17,Parlay (independent),257543682
2026-07-17,Player Prop,3510695
2026-07-17,Spread,15352772
2026-07-18,Cricket,18236450
2026-07-18,Esports,14733353
2026-07-18,Futures/Award,78738077
2026-07-18,Game Prop,170137437
2026-07-18,Mention,131932
2026-07-18,Moneyline,370328101
2026-07-18,Motorsport,2031751
2026-07-18,Other,153489518
2026-07-18,Over/Under,64498641
2026-07-18,Parlay (correlated),373001118
2026-07-18,Parlay (independent),315712973
2026-07-18,Player Prop,4254942
2026-07-18,Spread,28139224
2026-07-19,Cricket,2955919
2026-07-19,Esports,10230279
2026-07-19,Futures/Award,331621197
2026-07-19,Game Prop,26224055
2026-07-19,Mention,295205
2026-07-19,Moneyline,314441279
2026-07-19,Motorsport,8180081
2026-07-19,Other,221265542
2026-07-19,Over/Under,51801835
2026-07-19,Parlay (correlated),431905975
2026-07-19,Parlay (independent),243683748
2026-07-19,Player Prop,3826494
2026-07-19,Spread,22030487
2026-07-20,Cricket,233769
2026-07-20,Esports,9217362
2026-07-20,Futures/Award,27979942
2026-07-20,Game Prop,9488592
2026-07-20,Mention,237409
2026-07-20,Moneyline,283863091
2026-07-20,Motorsport,744472
2026-07-20,Other,3263953
2026-07-20,Over/Under,24770253
2026-07-20,Parlay (correlated),68602343
2026-07-20,Parlay (independent),303877071
2026-07-20,Player Prop,5028764
2026-07-20,Spread,11826404
2026-07-21,Cricket,4346526
