date,parlay_class,n_legs_bucket,sportmix,contracts,unmapped_flag
2026-02-11,same-game (correlated),5-7,all-sports,3463433,0
2026-02-11,same-game (correlated),8+,all-sports,11645689,0
2026-02-11,unclassified (pending legs),unknown,unknown,33908,1
2026-02-12,multi-game (independent),2,all-sports,3633432,0
2026-02-12,multi-game (independent),3,all-sports,3864347,0
2026-02-12,multi-game (independent),4,all-sports,1540748,0
2026-02-12,multi-game (independent),5-7,all-sports,2842418,0
2026-02-12,multi-game (independent),8+,all-sports,5925610,0
2026-02-12,same-game (correlated),2,all-sports,2477509,0
2026-02-12,same-game (correlated),3,all-sports,1379818,0
2026-02-12,same-game (correlated),4,all-sports,1320589,0
2026-02-12,same-game (correlated),5-7,all-sports,2792698,0
2026-02-12,same-game (correlated),8+,all-sports,2517909,0
2026-02-12,unclassified (pending legs),unknown,unknown,43072,1
2026-02-13,multi-game (independent),2,all-sports,2590193,0
2026-02-13,multi-game (independent),3,all-sports,2529305,0
2026-02-13,multi-game (independent),4,all-sports,2118678,0
2026-02-13,multi-game (independent),5-7,all-sports,3260749,0
2026-02-13,multi-game (independent),8+,all-sports,6731341,0
2026-02-13,same-game (correlated),2,all-sports,473041,0
2026-02-13,same-game (correlated),3,all-sports,137503,0
2026-02-13,same-game (correlated),4,all-sports,287011,0
2026-02-13,same-game (correlated),5-7,all-sports,409934,0
2026-02-13,same-game (correlated),8+,all-sports,706630,0
2026-02-13,unclassified (pending legs),unknown,unknown,40879,1
2026-02-14,multi-game (independent),2,all-sports,5644455,0
2026-02-14,multi-game (independent),3,all-sports,4679001,0
2026-02-14,multi-game (independent),4,all-sports,3927300,0
2026-02-14,multi-game (independent),5-7,all-sports,7637975,0
2026-02-14,multi-game (independent),8+,all-sports,11873110,0
2026-02-14,same-game (correlated),2,all-sports,650821,0
2026-02-14,same-game (correlated),3,all-sports,174240,0
2026-02-14,same-game (correlated),4,all-sports,277270,0
2026-02-14,same-game (correlated),5-7,all-sports,537507,0
2026-02-14,same-game (correlated),8+,all-sports,860613,0
2026-02-14,unclassified (pending legs),unknown,unknown,84645,1
2026-02-15,multi-game (independent),2,all-sports,3569597,0
2026-02-15,multi-game (independent),3,all-sports,2996667,0
2026-02-15,multi-game (independent),4,all-sports,2250929,0
2026-02-15,multi-game (independent),5-7,all-sports,4231556,0
2026-02-15,multi-game (independent),8+,all-sports,5097758,0
2026-02-15,same-game (correlated),2,all-sports,444414,0
2026-02-15,same-game (correlated),3,all-sports,134112,0
2026-02-15,same-game (correlated),4,all-sports,210620,0
2026-02-15,same-game (correlated),5-7,all-sports,538162,0
2026-02-15,same-game (correlated),8+,all-sports,693632,0
2026-02-15,unclassified (pending legs),unknown,unknown,78516,1
2026-02-16,multi-game (independent),2,all-sports,2851138,0
2026-02-16,multi-game (independent),3,all-sports,2125644,0
2026-02-16,multi-game (independent),4,all-sports,2366829,0
2026-02-16,multi-game (independent),5-7,all-sports,3697037,0
2026-02-16,multi-game (independent),8+,all-sports,6605526,0
2026-02-16,same-game (correlated),2,all-sports,744847,0
2026-02-16,same-game (correlated),3,all-sports,284199,0
2026-02-16,same-game (correlated),4,all-sports,239657,0
2026-02-16,same-game (correlated),5-7,all-sports,430236,0
2026-02-16,same-game (correlated),8+,all-sports,707102,0
2026-02-16,unclassified (pending legs),unknown,unknown,35214,1
2026-02-17,multi-game (independent),2,all-sports,4479714,0
2026-02-17,multi-game (independent),3,all-sports,4951785,0
2026-02-17,multi-game (independent),4,all-sports,4862637,0
2026-02-17,multi-game (independent),5-7,all-sports,7069849,0
2026-02-17,multi-game (independent),8+,all-sports,9612777,0
2026-02-17,same-game (correlated),2,all-sports,443252,0
2026-02-17,same-game (correlated),3,all-sports,161072,0
2026-02-17,same-game (correlated),4,all-sports,295673,0
2026-02-17,same-game (correlated),5-7,all-sports,980905,0
2026-02-17,same-game (correlated),8+,all-sports,1182620,0
2026-02-17,unclassified (pending legs),unknown,unknown,41167,1
2026-02-18,multi-game (independent),2,all-sports,4578893,0
2026-02-18,multi-game (independent),3,all-sports,4697687,0
2026-02-18,multi-game (independent),4,all-sports,4473189,0
2026-02-18,multi-game (independent),5-7,all-sports,6920838,0
2026-02-18,multi-game (independent),8+,all-sports,8914610,0
2026-02-18,same-game (correlated),2,all-sports,549434,0
2026-02-18,same-game (correlated),3,all-sports,199988,0
2026-02-18,same-game (correlated),4,all-sports,298483,0
2026-02-18,same-game (correlated),5-7,all-sports,898839,0
2026-02-18,same-game (correlated),8+,all-sports,2581781,0
2026-02-18,unclassified (pending legs),unknown,unknown,24334,1
2026-02-19,multi-game (independent),2,all-sports,4514869,0
2026-02-19,multi-game (independent),3,all-sports,3719304,0
2026-02-19,multi-game (independent),4,all-sports,3181405,0
2026-02-19,multi-game (independent),5-7,all-sports,5848541,0
2026-02-19,multi-game (independent),8+,all-sports,8570292,0
2026-02-19,same-game (correlated),2,all-sports,2244366,0
2026-02-19,same-game (correlated),3,all-sports,1059851,0
2026-02-19,same-game (correlated),4,all-sports,1235061,0
2026-02-19,same-game (correlated),5-7,all-sports,2983477,0
2026-02-19,same-game (correlated),8+,all-sports,10677732,0
2026-02-19,unclassified (pending legs),unknown,unknown,32841,1
2026-02-20,multi-game (independent),2,all-sports,4134559,0
2026-02-20,multi-game (independent),3,all-sports,3366453,0
2026-02-20,multi-game (independent),4,all-sports,3255944,0
2026-02-20,multi-game (independent),5-7,all-sports,5817931,0
2026-02-20,multi-game (independent),8+,all-sports,7743857,0
2026-02-20,same-game (correlated),2,all-sports,2009595,0
2026-02-20,same-game (correlated),3,all-sports,1018176,0
2026-02-20,same-game (correlated),4,all-sports,1407193,0
2026-02-20,same-game (correlated),5-7,all-sports,3039315,0
2026-02-20,same-game (correlated),8+,all-sports,8505579,0
2026-02-20,unclassified (pending legs),unknown,unknown,55860,1
2026-02-21,multi-game (independent),2,all-sports,7075331,0
2026-02-21,multi-game (independent),3,all-sports,7665698,0
2026-02-21,multi-game (independent),4,all-sports,6459802,0
2026-02-21,multi-game (independent),5-7,all-sports,12314588,0
2026-02-21,multi-game (independent),8+,all-sports,13289651,0
2026-02-21,same-game (correlated),2,all-sports,2245290,0
2026-02-21,same-game (correlated),3,all-sports,1051592,0
2026-02-21,same-game (correlated),4,all-sports,1305843,0
2026-02-21,same-game (correlated),5-7,all-sports,2975151,0
2026-02-21,same-game (correlated),8+,all-sports,9561160,0
2026-02-21,unclassified (pending legs),unknown,unknown,56096,1
2026-02-22,multi-game (independent),2,all-sports,5613652,0
2026-02-22,multi-game (independent),3,all-sports,5587518,0
2026-02-22,multi-game (independent),4,all-sports,4170067,0
2026-02-22,multi-game (independent),5-7,all-sports,7457906,0
2026-02-22,multi-game (independent),8+,all-sports,8282798,0
2026-02-22,same-game (correlated),2,all-sports,4978522,0
2026-02-22,same-game (correlated),3,all-sports,1860523,0
2026-02-22,same-game (correlated),4,all-sports,2391558,0
2026-02-22,same-game (correlated),5-7,all-sports,5595602,0
2026-02-22,same-game (correlated),8+,all-sports,12867422,0
2026-02-22,unclassified (pending legs),unknown,unknown,29801,1
2026-02-23,multi-game (independent),2,all-sports,3696161,0
2026-02-23,multi-game (independent),3,all-sports,3376297,0
2026-02-23,multi-game (independent),4,all-sports,2004334,0
2026-02-23,multi-game (independent),5-7,all-sports,3165364,0
2026-02-23,multi-game (independent),8+,all-sports,3083206,0
2026-02-23,same-game (correlated),2,all-sports,2043511,0
2026-02-23,same-game (correlated),3,all-sports,1493899,0
2026-02-23,same-game (correlated),4,all-sports,1641374,0
2026-02-23,same-game (correlated),5-7,all-sports,4036594,0
2026-02-23,same-game (correlated),8+,all-sports,6812969,0
2026-02-23,unclassified (pending legs),unknown,unknown,71555,1
2026-02-24,multi-game (independent),2,all-sports,5426782,0
2026-02-24,multi-game (independent),3,all-sports,5279414,0
2026-02-24,multi-game (independent),4,all-sports,5470852,0
2026-02-24,multi-game (independent),5-7,all-sports,7501649,0
2026-02-24,multi-game (independent),8+,all-sports,12619200,0
2026-02-24,same-game (correlated),2,all-sports,2894610,0
2026-02-24,same-game (correlated),3,all-sports,1175657,0
2026-02-24,same-game (correlated),4,all-sports,1679816,0
2026-02-24,same-game (correlated),5-7,all-sports,3678367,0
2026-02-24,same-game (correlated),8+,all-sports,12137357,0
2026-02-24,unclassified (pending legs),unknown,unknown,775744,1
2026-02-25,multi-game (independent),2,all-sports,5866970,0
2026-02-25,multi-game (independent),3,all-sports,6567416,0
2026-02-25,multi-game (independent),4,all-sports,5697173,0
2026-02-25,multi-game (independent),5-7,all-sports,7855123,0
2026-02-25,multi-game (independent),8+,all-sports,6454714,0
2026-02-25,same-game (correlated),2,all-sports,2323449,0
2026-02-25,same-game (correlated),3,all-sports,1228739,0
2026-02-25,same-game (correlated),4,all-sports,1570056,0
2026-02-25,same-game (correlated),5-7,all-sports,4052897,0
2026-02-25,same-game (correlated),8+,all-sports,8935084,0
2026-02-25,unclassified (pending legs),unknown,unknown,369759,1
2026-02-26,multi-game (independent),2,all-sports,4501427,0
2026-02-26,multi-game (independent),3,all-sports,4399797,0
2026-02-26,multi-game (independent),4,all-sports,3971124,0
2026-02-26,multi-game (independent),5-7,all-sports,6596817,0
2026-02-26,multi-game (independent),8+,all-sports,9839737,0
2026-02-26,same-game (correlated),2,all-sports,2633984,0
2026-02-26,same-game (correlated),3,all-sports,1278820,0
2026-02-26,same-game (correlated),4,all-sports,1487727,0
2026-02-26,same-game (correlated),5-7,all-sports,3186063,0
2026-02-26,same-game (correlated),8+,all-sports,9989086,0
2026-02-26,unclassified (pending legs),unknown,unknown,176738,1
2026-02-27,multi-game (independent),2,all-sports,4648558,0
2026-02-27,multi-game (independent),3,all-sports,3842293,0
2026-02-27,multi-game (independent),4,all-sports,3728309,0
2026-02-27,multi-game (independent),5-7,all-sports,6230087,0
2026-02-27,multi-game (independent),8+,all-sports,4861661,0
2026-02-27,same-game (correlated),2,all-nonsports,434,0
2026-02-27,same-game (correlated),2,all-sports,2497979,0
2026-02-27,same-game (correlated),3,all-nonsports,524,0
2026-02-27,same-game (correlated),3,all-sports,1492570,0
2026-02-27,same-game (correlated),4,all-nonsports,107,0
2026-02-27,same-game (correlated),4,all-sports,1471329,0
2026-02-27,same-game (correlated),5-7,all-nonsports,473,0
2026-02-27,same-game (correlated),5-7,all-sports,3889424,0
2026-02-27,same-game (correlated),8+,all-nonsports,504,0
2026-02-27,same-game (correlated),8+,all-sports,8264806,0
2026-02-27,unclassified (pending legs),unknown,unknown,295981,1
2026-02-28,multi-game (independent),2,all-sports,7670197,0
2026-02-28,multi-game (independent),3,all-sports,7740422,0
2026-02-28,multi-game (independent),4,all-sports,6647137,0
2026-02-28,multi-game (independent),5-7,all-sports,10840259,0
2026-02-28,multi-game (independent),8+,all-sports,12559412,0
2026-02-28,same-game (correlated),2,all-nonsports,4992,0
2026-02-28,same-game (correlated),2,all-sports,3729608,0
2026-02-28,same-game (correlated),3,all-nonsports,1345,0
2026-02-28,same-game (correlated),3,all-sports,1850021,0
2026-02-28,same-game (correlated),4,all-nonsports,493,0
2026-02-28,same-game (correlated),4,all-sports,1932097,0
2026-02-28,same-game (correlated),5-7,all-nonsports,1396,0
2026-02-28,same-game (correlated),5-7,all-sports,4746016,0
2026-02-28,same-game (correlated),8+,all-nonsports,5385,0
2026-02-28,same-game (correlated),8+,all-sports,8589235,0
2026-02-28,unclassified (pending legs),unknown,unknown,115911,1
2026-03-01,multi-game (independent),2,all-sports,6742819,0
2026-03-01,multi-game (independent),3,all-sports,6447515,0
2026-03-01,multi-game (independent),4,all-sports,5361821,0
2026-03-01,multi-game (independent),5-7,all-sports,9265818,0
2026-03-01,multi-game (independent),8+,all-sports,10029089,0
2026-03-01,same-game (correlated),2,all-nonsports,8856,0
2026-03-01,same-game (correlated),2,all-sports,3993603,0
2026-03-01,same-game (correlated),3,all-nonsports,384,0
2026-03-01,same-game (correlated),3,all-sports,2411715,0
2026-03-01,same-game (correlated),4,all-nonsports,661,0
2026-03-01,same-game (correlated),4,all-sports,2679312,0
2026-03-01,same-game (correlated),5-7,all-nonsports,1574,0
2026-03-01,same-game (correlated),5-7,all-sports,6237137,0
2026-03-01,same-game (correlated),8+,all-nonsports,5001,0
2026-03-01,same-game (correlated),8+,all-sports,14244830,0
2026-03-01,unclassified (pending legs),unknown,unknown,281253,1
2026-03-02,multi-game (independent),2,all-sports,4668103,0
2026-03-02,multi-game (independent),2,mixed,22,0
2026-03-02,multi-game (independent),3,all-sports,4258903,0
2026-03-02,multi-game (independent),4,all-sports,3646659,0
2026-03-02,multi-game (independent),5-7,all-sports,4049674,0
2026-03-02,multi-game (independent),5-7,mixed,28,0
2026-03-02,multi-game (independent),8+,all-sports,3926722,0
2026-03-02,multi-game (independent),8+,mixed,1011,0
2026-03-02,same-game (correlated),2,all-nonsports,12036,0
2026-03-02,same-game (correlated),2,all-sports,2404696,0
2026-03-02,same-game (correlated),3,all-nonsports,5186,0
2026-03-02,same-game (correlated),3,all-sports,1368863,0
2026-03-02,same-game (correlated),4,all-nonsports,8342,0
2026-03-02,same-game (correlated),4,all-sports,1666857,0
2026-03-02,same-game (correlated),5-7,all-nonsports,3600,0
2026-03-02,same-game (correlated),5-7,all-sports,3680375,0
2026-03-02,same-game (correlated),8+,all-nonsports,3783,0
2026-03-02,same-game (correlated),8+,all-sports,7092665,0
2026-03-02,unclassified (pending legs),unknown,unknown,317114,1
2026-03-03,multi-game (independent),2,all-sports,5855447,0
2026-03-03,multi-game (independent),3,all-sports,5417038,0
2026-03-03,multi-game (independent),4,all-sports,5470849,0
2026-03-03,multi-game (independent),5-7,all-sports,9035531,0
2026-03-03,multi-game (independent),8+,all-sports,11917806,0
2026-03-03,same-game (correlated),2,all-nonsports,3433,0
2026-03-03,same-game (correlated),2,all-sports,2530546,0
2026-03-03,same-game (correlated),3,all-nonsports,8624,0
2026-03-03,same-game (correlated),3,all-sports,1367799,0
2026-03-03,same-game (correlated),4,all-nonsports,2139,0
2026-03-03,same-game (correlated),4,all-sports,1813297,0
2026-03-03,same-game (correlated),5-7,all-nonsports,8517,0
2026-03-03,same-game (correlated),5-7,all-sports,4145021,0
2026-03-03,same-game (correlated),8+,all-nonsports,6551,0
2026-03-03,same-game (correlated),8+,all-sports,12283229,0
2026-03-03,unclassified (pending legs),unknown,unknown,1015711,1
2026-03-04,multi-game (independent),2,all-sports,6138623,0
2026-03-04,multi-game (independent),3,all-sports,5264288,0
2026-03-04,multi-game (independent),4,all-sports,4943746,0
2026-03-04,multi-game (independent),5-7,all-sports,10392469,0
2026-03-04,multi-game (independent),8+,all-sports,7336651,0
2026-03-04,same-game (correlated),2,all-nonsports,1538,0
2026-03-04,same-game (correlated),2,all-sports,2815383,0
2026-03-04,same-game (correlated),3,all-nonsports,2849,0
2026-03-04,same-game (correlated),3,all-sports,1412844,0
2026-03-04,same-game (correlated),4,all-nonsports,813,0
2026-03-04,same-game (correlated),4,all-sports,1577524,0
2026-03-04,same-game (correlated),5-7,all-nonsports,3192,0
2026-03-04,same-game (correlated),5-7,all-sports,4627099,0
2026-03-04,same-game (correlated),8+,all-nonsports,14272,0
2026-03-04,same-game (correlated),8+,all-sports,9105353,0
2026-03-04,unclassified (pending legs),unknown,unknown,947306,1
2026-03-05,multi-game (independent),2,all-sports,5126650,0
2026-03-05,multi-game (independent),3,all-sports,5054264,0
2026-03-05,multi-game (independent),4,all-sports,3980572,0
2026-03-05,multi-game (independent),5-7,all-sports,8391274,0
2026-03-05,multi-game (independent),8+,all-sports,11768087,0
2026-03-05,same-game (correlated),2,all-nonsports,2917,0
2026-03-05,same-game (correlated),2,all-sports,2499890,0
2026-03-05,same-game (correlated),3,all-nonsports,5339,0
2026-03-05,same-game (correlated),3,all-sports,1250094,0
2026-03-05,same-game (correlated),4,all-nonsports,1925,0
2026-03-05,same-game (correlated),4,all-sports,1492265,0
